img_obj,url,width,height,format
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x214 at 0x7E4998B29A20>,https://i.travelapi.com/hotels/2000000/1070000/1066500/1066412/e685f7c8_b.jpg,350,214,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998B29690>,https://i.travelapi.com/hotels/3000000/2540000/2535500/2535437/e6108cd3_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E4998B28640>,https://i.travelapi.com/hotels/1000000/180000/170900/170821/cf959a1e_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E4998B2A230>,https://i.travelapi.com/hotels/4000000/3820000/3810700/3810661/cdefb8c0_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2A500>,https://i.travelapi.com/hotels/4000000/3360000/3354100/3354073/60933b02_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B29E70>,https://i.travelapi.com/hotels/6000000/5640000/5637500/5637457/a8450637_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x280 at 0x7E4998B29390>,https://i.travelapi.com/hotels/3000000/2850000/2842900/2842835/f831612b_b.jpg,350,280,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B29330>,https://i.travelapi.com/hotels/1000000/10000/9600/9515/e253face_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=234x350 at 0x7E4998B292D0>,https://i.travelapi.com/hotels/1000000/10000/4800/4798/1222edc7_b.jpg,234,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E499956E800>,https://i.travelapi.com/hotels/1000000/330000/328800/328796/62ba0daa_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998B297B0>,https://i.travelapi.com/hotels/4000000/3860000/3858800/3858793/6ec53d06_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x188 at 0x7E4998B28910>,https://i.travelapi.com/hotels/1000000/50000/41300/41206/2f9f1567_b.jpg,350,188,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2A380>,https://i.travelapi.com/hotels/1000000/570000/564500/564457/d1a4a2dd_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2A860>,https://i.travelapi.com/hotels/6000000/5410000/5401300/5401244/b1d718bb_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x262 at 0x7E4998B29180>,https://i.travelapi.com/hotels/2000000/1450000/1449400/1449369/46054501_b.jpg,350,262,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x212 at 0x7E4998B286D0>,https://i.travelapi.com/hotels/5000000/4620000/4615500/4615449/df1bddb0_b.jpg,350,212,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=5312x2988 at 0x7E4998A61F90>,https://traffickcam.com/images/2017/9/20160816_052859_WHHBEK.jpg,5312,2988,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B29C00>,https://i.travelapi.com/hotels/1000000/890000/889000/888918/f52b2886_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2A800>,https://i.travelapi.com/hotels/2000000/1780000/1770700/1770633/1e9cc5dc_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B2A4D0>,https://i.travelapi.com/hotels/1000000/910000/909500/909454/296db6fc_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=259x350 at 0x7E4998B29FF0>,https://i.travelapi.com/hotels/1000000/530000/527300/527254/5fdda622_b.jpg,259,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2AA10>,https://i.travelapi.com/hotels/1000000/90000/83200/83104/06c83b88_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E4998B2ABF0>,https://i.travelapi.com/hotels/3000000/2600000/2594400/2594310/8dfc19aa_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B2AC80>,https://i.travelapi.com/hotels/1000000/930000/922100/922008/33e0c703_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2A320>,https://i.travelapi.com/hotels/2000000/1260000/1251100/1251060/4e98a7f2_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B28DF0>,https://i.travelapi.com/hotels/2000000/1110000/1103500/1103433/cd7c6f7f_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E4998B2A590>,https://i.travelapi.com/hotels/1000000/10000/1600/1534/b33d5c78_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B28880>,https://i.travelapi.com/hotels/1000000/10000/8700/8640/01fc4137_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2ABC0>,https://i.travelapi.com/hotels/7000000/6100000/6092900/6092805/174289c8_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B28FD0>,https://i.travelapi.com/hotels/7000000/6080000/6071200/6071168/30788e84_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=263x350 at 0x7E4998B2A890>,https://i.travelapi.com/hotels/3000000/2880000/2870900/2870862/1e5b8606_b.jpg,263,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2A980>,https://i.travelapi.com/hotels/3000000/2480000/2475100/2475052/71000fb8_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E4998B2A770>,https://i.travelapi.com/hotels/1000000/900000/891400/891308/d4cb0c15_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B29C90>,https://i.travelapi.com/hotels/7000000/6350000/6341500/6341414/d6b31526_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=263x350 at 0x7E4998B2A9B0>,https://i.travelapi.com/hotels/1000000/20000/12400/12323/8fd97876_b.jpg,263,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2AF80>,https://i.travelapi.com/hotels/1000000/10000/2100/2063/d83fcaeb_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=197x350 at 0x7E4998B29D20>,https://i.travelapi.com/hotels/2000000/1620000/1614000/1613981/7bd380ca_b.jpg,197,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2ACB0>,https://i.travelapi.com/hotels/2000000/1110000/1109800/1109735/f7c4cff9_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=276x350 at 0x7E4998B2A440>,https://i.travelapi.com/hotels/4000000/3920000/3913800/3913761/7f0067de_b.jpg,276,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2AD10>,https://i.travelapi.com/hotels/5000000/4460000/4451600/4451560/6ce4a736_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B28310>,https://i.travelapi.com/hotels/3000000/2980000/2970900/2970892/886f1fb5_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2B2B0>,https://i.travelapi.com/hotels/2000000/1670000/1662600/1662540/afe259fc_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x229 at 0x7E4998B2A7D0>,https://i.travelapi.com/hotels/1000000/670000/663500/663480/54177d50_b.jpg,350,229,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=5312x2988 at 0x7E4998A63F10>,https://traffickcam.com/images/2018/6/20170515_234406_CAKBT9.jpg,5312,2988,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=270x350 at 0x7E4998B2A050>,https://i.travelapi.com/hotels/1000000/10000/2200/2125/8560de4d_b.jpg,270,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998B2B310>,https://i.travelapi.com/hotels/8000000/7470000/7460300/7460227/1664c4c5_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2B070>,https://i.travelapi.com/hotels/1000000/10000/3800/3780/551fce3c_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B28700>,https://i.travelapi.com/hotels/2000000/1110000/1102500/1102480/16d41323_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998B2AB30>,https://i.travelapi.com/hotels/3000000/2400000/2398200/2398147/941c105e_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2A5C0>,https://i.travelapi.com/hotels/1000000/430000/428400/428366/86d5b247_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E4998B29630>,https://i.travelapi.com/hotels/1000000/910000/907500/907494/0ffc2e64_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B290F0>,https://i.travelapi.com/hotels/3000000/2140000/2135100/2135059/6a5970b6_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B28F10>,https://i.travelapi.com/hotels/1000000/10000/7000/6912/32ea1b3a_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x170 at 0x7E4998B292A0>,https://i.travelapi.com/hotels/1000000/40000/34400/34362/b4cbf4f9_b.jpg,350,170,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B29990>,https://i.travelapi.com/hotels/1000000/20000/14400/14303/420e97db_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B28340>,https://i.travelapi.com/hotels/1000000/910000/900100/900001/5c4977bb_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E4998B2B640>,https://i.travelapi.com/hotels/6000000/5390000/5388900/5388869/77d695ca_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2AF20>,https://i.travelapi.com/hotels/7000000/6570000/6560300/6560270/78190562_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B2B220>,https://i.travelapi.com/hotels/1000000/20000/13600/13545/e9e42780_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A62500>,https://i.travelapi.com/hotels/1000000/10000/6100/6038/69860755_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998A63D90>,https://i.travelapi.com/hotels/3000000/2840000/2832100/2832097/f3207e40_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B28C10>,https://i.travelapi.com/hotels/2000000/1140000/1138300/1138238/cffde432_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B2A8F0>,https://i.travelapi.com/hotels/1000000/900000/892900/892824/1b9030e8_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2ADA0>,https://i.travelapi.com/hotels/2000000/1510000/1508800/1508724/3d98c9a9_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2A020>,https://i.travelapi.com/hotels/2000000/1640000/1637900/1637847/6638c9d8_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x262 at 0x7E4998B2BBB0>,https://i.travelapi.com/hotels/3000000/2580000/2574500/2574480/6473dd58_b.jpg,350,262,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x219 at 0x7E4998B2A710>,https://i.travelapi.com/hotels/1000000/920000/919800/919739/b204b30d_b.jpg,350,219,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=257x350 at 0x7E4998B29270>,https://i.travelapi.com/hotels/1000000/190000/186300/186285/5ef053c1_b.jpg,257,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x227 at 0x7E4998B2B7C0>,https://i.travelapi.com/hotels/2000000/1180000/1177800/1177702/74b532a4_b.jpg,350,227,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x175 at 0x7E4998B2BAF0>,https://i.travelapi.com/hotels/1000000/60000/54600/54508/295de559_b.jpg,350,175,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B28610>,https://i.travelapi.com/hotels/6000000/5670000/5669300/5669207/82e096cb_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998B298D0>,https://i.travelapi.com/hotels/1000000/10000/6400/6327/8860f63f_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E4998B2AAD0>,https://i.travelapi.com/hotels/1000000/30000/27000/26922/8abdb0ff_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2B130>,https://i.travelapi.com/hotels/1000000/900000/894900/894893/2d18aee7_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2B940>,https://i.travelapi.com/hotels/1000000/600000/597800/597727/9c0a195c_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998B2AD40>,https://i.travelapi.com/hotels/7000000/6160000/6158700/6158623/2f24cece_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2B820>,https://i.travelapi.com/hotels/3000000/2790000/2781700/2781681/21033243_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B290C0>,https://i.travelapi.com/hotels/1000000/50000/42900/42890/4418ca8a_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B2B4C0>,https://i.travelapi.com/hotels/1000000/130000/123500/123488/5c6b5e65_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x172 at 0x7E4998B2AC50>,https://i.travelapi.com/hotels/1000000/10000/1800/1703/5972a8fe_b.jpg,350,172,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1024x768 at 0x7E4998A62FB0>,https://traffickcam.com/images/2019/8/20180716_224232_82WK4T.jpg,1024,768,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2B970>,https://i.travelapi.com/hotels/5000000/4440000/4431800/4431771/a9ccad10_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2BDC0>,https://i.travelapi.com/hotels/3000000/2500000/2493000/2492916/bc09fd81_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2AEC0>,https://i.travelapi.com/hotels/1000000/910000/907400/907346/499fd8dd_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2AFE0>,https://i.travelapi.com/hotels/3000000/2410000/2401000/2400939/29a0e12a_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2B880>,https://i.travelapi.com/hotels/1000000/570000/564500/564417/5e375060_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2AD70>,https://i.travelapi.com/hotels/2000000/1980000/1971500/1971466/4e1b0302_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2ADD0>,https://i.travelapi.com/hotels/6000000/5800000/5795000/5794996/b712da84_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E4998B2A2C0>,https://i.travelapi.com/hotels/4000000/4000000/3995000/3994928/7c4904c6_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2BC10>,https://i.travelapi.com/hotels/6000000/5170000/5169900/5169861/8e08762d_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E4998B2BCA0>,https://i.travelapi.com/hotels/1000000/700000/693700/693609/9c6eeafb_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B2BBE0>,https://i.travelapi.com/hotels/1000000/430000/428400/428322/4825798c_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2AA70>,https://i.travelapi.com/hotels/2000000/1200000/1190600/1190587/425de85a_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B2BFD0>,https://i.travelapi.com/hotels/1000000/50000/41900/41832/47834751_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x260 at 0x7E4998B2B9A0>,https://i.travelapi.com/hotels/2000000/1420000/1411900/1411815/67a537a6_b.jpg,350,260,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2B910>,https://i.travelapi.com/hotels/3000000/2310000/2306600/2306559/533774ee_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E4998B2BA00>,https://i.travelapi.com/hotels/1000000/30000/27600/27542/c2a24492_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2A5F0>,https://i.travelapi.com/hotels/5000000/4550000/4547100/4547006/3a4919d0_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2BA30>,https://i.travelapi.com/hotels/1000000/70000/67700/67675/0bbda4c3_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B28D00>,https://i.travelapi.com/hotels/1000000/20000/11100/11040/5b0b269b_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E499956EF50>,https://traffickcam.com/images/2017/7/20160628_005130_B6GHFK.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2B010>,https://i.travelapi.com/hotels/1000000/20000/13900/13825/2ee14b42_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=249x350 at 0x7E4998B2AF50>,https://i.travelapi.com/hotels/1000000/530000/526400/526358/c64b1e01_b.jpg,249,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2B430>,https://i.travelapi.com/hotels/7000000/6490000/6481500/6481447/0ded2016_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x199 at 0x7E4998B2B0A0>,https://i.travelapi.com/hotels/1000000/120000/115700/115680/cb168773_b.jpg,350,199,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B29D50>,https://i.travelapi.com/hotels/1000000/580000/570700/570656/68943a9d_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=232x350 at 0x7E4998B2BC70>,https://i.travelapi.com/hotels/1000000/850000/848400/848357/bcc91052_b.jpg,232,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x214 at 0x7E4998B2A2F0>,https://i.travelapi.com/hotels/2000000/1470000/1464500/1464470/b2154682_b.jpg,350,214,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=234x350 at 0x7E4998B2B4F0>,https://i.travelapi.com/hotels/3000000/2810000/2803300/2803253/6ebbd6f7_b.jpg,234,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E4998B2B2E0>,https://i.travelapi.com/hotels/9000000/8120000/8114900/8114888/95baad8d_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x205 at 0x7E4998B29F00>,https://i.travelapi.com/hotels/5000000/4050000/4049900/4049832/e30e3848_b.jpg,350,205,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x227 at 0x7E4998B29F30>,https://i.travelapi.com/hotels/2000000/1680000/1670700/1670620/ea8f9486_b.jpg,350,227,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E4998B2A920>,https://i.travelapi.com/hotels/3000000/2820000/2816800/2816766/0ed2e9ea_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2AC20>,https://i.travelapi.com/hotels/3000000/2990000/2984600/2984592/3879c114_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2B8B0>,https://i.travelapi.com/hotels/1000000/910000/904800/904795/3d2d04a5_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E4998B2B190>,https://i.travelapi.com/hotels/4000000/3980000/3978800/3978731/de9ada1d_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2B9D0>,https://i.travelapi.com/hotels/2000000/1390000/1383000/1382958/fbf13903_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49989CC580>,https://i.travelapi.com/hotels/3000000/2860000/2853000/2852938/edf5b0a5_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2BAC0>,https://i.travelapi.com/hotels/5000000/4320000/4315100/4315095/cf266693_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CC250>,https://i.travelapi.com/hotels/1000000/30000/22200/22148/3c92a22e_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E4998B2A3B0>,https://i.travelapi.com/hotels/2000000/1380000/1378000/1377962/b4368166_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998B2B250>,https://i.travelapi.com/hotels/1000000/20000/18600/18567/838cf188_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1024x768 at 0x7E4998B28940>,https://traffickcam.com/images/2018/5/20170401_175609_IF8UR8.jpg,1024,768,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CC850>,https://i.travelapi.com/hotels/1000000/990000/984500/984434/8f6fc769_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x191 at 0x7E49989CC910>,https://i.travelapi.com/hotels/6000000/5780000/5770600/5770575/3cc5bdbe_b.jpg,350,191,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E4998B28A30>,https://traffickcam.com/images/2017/8/20160701_203312_TIUEN8.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CC130>,https://i.travelapi.com/hotels/1000000/930000/920500/920418/4799be94_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E49989CC0A0>,https://i.travelapi.com/hotels/4000000/3610000/3607600/3607591/2562e503_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CCFD0>,https://i.travelapi.com/hotels/3000000/2450000/2440200/2440179/a3f522e8_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CC6A0>,https://i.travelapi.com/hotels/2000000/1070000/1069100/1069031/e9766b2b_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CC460>,https://i.travelapi.com/hotels/1000000/10000/8700/8645/4c06589d_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=263x350 at 0x7E49989CCE20>,https://i.travelapi.com/hotels/6000000/5660000/5659300/5659299/0736c9da_b.jpg,263,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49989CC700>,https://i.travelapi.com/hotels/1000000/20000/10500/10438/b2a2c4c4_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CC3A0>,https://i.travelapi.com/hotels/1000000/570000/562200/562169/364286e6_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CCAF0>,https://i.travelapi.com/hotels/2000000/1040000/1038900/1038895/8cdd3700_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E4999421810>,https://i.travelapi.com/hotels/1000000/920000/916100/916048/5ecfdd6f_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x258 at 0x7E49A0CD3C40>,https://i.travelapi.com/hotels/1000000/430000/425100/425080/002b1fd7_b.jpg,350,258,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x164 at 0x7E4998A606A0>,https://i.travelapi.com/hotels/2000000/1640000/1631200/1631120/662db6d6_b.jpg,350,164,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49AE1D5BA0>,https://i.travelapi.com/hotels/2000000/1140000/1133700/1133630/0436eb14_b.jpg,350,233,JPEG
